PartitionKey,Scaled Sentiment Index
Bernie Sanders,3.813015145
Bernie Sanders,-5.22177278
Bernie Sanders,67.52379386
Bernie Sanders,-24.66458479
Bernie Sanders,122.9517233
Bernie Sanders,-77.1651741
Bernie Sanders,13.08586393
Bernie Sanders,-5.571295656
Bernie Sanders,39.88516923
Bernie Sanders,-2.779240871
Bernie Sanders,34.27654834
Bernie Sanders,34.27654834
Bernie Sanders,34.27654834
Bernie Sanders,37.91101862
Bernie Sanders,19.54317866
Bernie Sanders,63.10917545
Bernie Sanders,-17.89816937
Bernie Sanders,-51.86596181
Bernie Sanders,-27.88769486
Bernie Sanders,-151.7527882
Bernie Sanders,-11.88825081
Bernie Sanders,85.45498824
Bernie Sanders,19.20475038
Bernie Sanders,-25.73766475
Bernie Sanders,54.5017446
Bernie Sanders,57.38453429
Bernie Sanders,19.20475038
Bernie Sanders,34.27654834
Bernie Sanders,-48.19511157
Bernie Sanders,43.48910786
Bernie Sanders,0.697152872
Bernie Sanders,36.92179319
Bernie Sanders,-44.17250232
Bernie Sanders,105.7340234
Bernie Sanders,-80.55599322
Bernie Sanders,-29.32388642
Bernie Sanders,57.38453429
Bernie Sanders,34.60775222
Bernie Sanders,77.17970733
Bernie Sanders,-4.523243056
Bernie Sanders,93.30420214
Bernie Sanders,19.20475038
Bernie Sanders,-27.52905549
Bernie Sanders,28.28684086
Bernie Sanders,-2.43092206
Bernie Sanders,-15.06474635
Bernie Sanders,-39.07638311
Bernie Sanders,3.813015145
Bernie Sanders,-50.39605643
Bernie Sanders,-55.54979876
Bernie Sanders,-23.50352209
Bernie Sanders,21.23299792
Bernie Sanders,31.62089692
Bernie Sanders,77.17970733
Bernie Sanders,-40.5297756
Bernie Sanders,-6.970935244
Bernie Sanders,86.06295507
Bernie Sanders,7.260511328
Bernie Sanders,77.17970733
Bernie Sanders,6.916492749
Bernie Sanders,6.916492749
Bernie Sanders,46.4228983
Bernie Sanders,22.58198077
Bernie Sanders,54.5017446
Bernie Sanders,25.60796819
Bernie Sanders,-17.89816937
Bernie Sanders,22.24501457
Donald Trump,61.28647901
Donald Trump,10.00749968
Donald Trump,-63.69942688
Donald Trump,-34.00692533
Donald Trump,-63.69942688
Donald Trump,0.350210136
Donald Trump,-5.22177278
Donald Trump,-27.08088529
Donald Trump,-14.71118126
Donald Trump,-84.33460729
Donald Trump,10.00749968
Donald Trump,60.25373524
Donald Trump,-63.69942688
Donald Trump,-63.69942688
Donald Trump,-26.09570208
Donald Trump,13.08594993
Donald Trump,-76.78898978
Donald Trump,-15.06474635
Donald Trump,-16.12612967
Donald Trump,35.93101969
Donald Trump,-5.571295656
Donald Trump,46.09762874
Donald Trump,0.697152872
Donald Trump,5.883318953
Donald Trump,-1.299960982
Donald Trump,-64.81550915
Donald Trump,54.5017446
Donald Trump,-70.41251942
Donald Trump,-30.40247067
Donald Trump,68.77894564
Donald Trump,25.27237806
Donald Trump,239.7438806
Donald Trump,-15.06466035
Donald Trump,66.26588993
Donald Trump,-24.66458479
